idade,genero,ds_ensino_medio,ds_ingresso,cd_curso,valor_mensalidade_liquido,qtd_mensalidade_paga_atraso,qtd_semestres_curso,qtd_reprovacoes,coeficiente_rendimento,situacao,evasao,media_acessos_por_dia,semestres_existencia_curso,categoria_motivo_cancelamento,qtd_professores,qtd_professores_mestrado,qtd_professores_doutorado,qtd_professores_especialista,qtd_professores_graduado,qtd_professores_M,qtd_professores_F,idade_media_professores,cluster
40,F,Não informado,Vestibular,LED_FIS_EAD,362.856398,3,8,0,8.29,CONCLUIDO,0,2.023333333333333,4,NA,16.0,6,1,8,1,1,15,43.6875,3
40,F,Não informado,Vestibular,LED_FIS_EAD,362.856398,9,8,0,8.29,CONCLUIDO,0,2.023333333333333,4,NA,11.0,2,0,8,1,1,10,46.45454545454545,0
21,F,Não informado,Vestibular,ADM_EAD,307.98614,0,8,0,7.84,CONCLUIDO,0,1.1766666666666667,8,NA,19.0,4,2,12,1,4,15,42.8421052631579,3
21,F,Não informado,Vestibular,ADM_EAD,307.98614,0,8,0,7.84,CONCLUIDO,0,1.1766666666666667,8,NA,15.0,2,2,10,1,1,14,46.0,0
26,F,Não informado,Transferência,PED_EAD,307.80433,0,8,2,3.72,CONCLUIDO,0,1.419811320754717,13,NA,4.0,2,0,2,0,0,4,43.25,2
25,F,Não informado,Vestibular,GES_PUB_EAD,264.06072,4,4,4,0.52,ABANDONO,1,0.0376712328767123,4,Questões Financeiras,19.0,4,2,12,1,3,16,43.31578947368421,1
22,M,Não informado,Vestibular,LOG_EAD,310.82472,3,4,4,0.0,CONCLUIDO,0,0.0733333333333333,4,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
22,M,Não informado,Vestibular,LOG_EAD,310.82472,5,4,4,0.0,TRANCADA,0,0.0733333333333333,4,NA,15.0,2,2,10,1,1,14,46.0,1
20,F,Não informado,Vestibular,LIC_PED_EAD,362.52914,5,8,5,0.5,CONCLUIDO,0,0.56,4,NA,20.0,9,1,9,1,3,17,43.05,3
20,F,Não informado,Vestibular,LIC_PED_EAD,362.52914,16,8,5,0.5,ABANDONO,1,0.56,4,Problemas Técnicos ou Administrativos,15.0,5,0,8,2,0,15,45.0,4
24,M,Não informado,Vestibular,LOG_EAD,264.06072,4,4,4,0.0,ABANDONO,1,0.0033333333333333,4,Questões Financeiras,18.0,4,2,11,1,3,15,43.61111111111112,1
26,M,Não informado,Transferência,GES_MAR_EAD,263.90484,3,4,0,7.3,TRANCADA,0,0.1806020066889632,4,NA,19.0,4,2,12,1,3,16,43.8421052631579,1
33,M,Não informado,Vestibular,GES_MAR_EAD,310.82472,4,4,4,4.1,CONCLUIDO,0,0.7040816326530612,4,NA,19.0,4,2,12,1,3,16,43.8421052631579,1
33,M,Não informado,Vestibular,GES_MAR_EAD,310.82472,9,4,4,4.1,ABANDONO,1,0.7040816326530612,4,Problemas Técnicos ou Administrativos,14.0,2,1,10,1,1,13,46.35714285714285,1
23,M,Não informado,Vestibular,ENG_SOF_EAD,411.642,1,10,3,4.4,ABANDONO,1,0.4782608695652174,2,Questões Financeiras,14.0,4,0,9,1,2,12,42.92857142857143,3
50,F,Não informado,Vestibular,GESFIN_EAD,264.06072,0,4,5,0.2,CONCLUIDO,0,0.2027027027027027,8,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
50,F,Não informado,Vestibular,GESFIN_EAD,264.06072,1,4,5,0.2,TRANCADA,0,0.2027027027027027,8,NA,15.0,2,2,10,1,1,14,46.0,1
35,F,Não informado,Vestibular,SER_SOC_EAD,362.52914,2,8,0,6.1,CONCLUIDO,0,2.060200668896321,4,NA,13.0,4,1,6,2,2,11,43.84615384615385,0
35,F,Não informado,Vestibular,SER_SOC_EAD,362.52914,4,8,0,6.1,TRANCADA,0,2.060200668896321,4,NA,16.0,8,0,7,1,0,16,41.5625,4
31,M,Não informado,Vestibular,BED_FIS_EAD,362.52914,3,8,3,4.87,ABANDONO,1,1.1036789297658862,4,Questões Financeiras,16.0,6,1,8,1,1,15,43.6875,3
31,M,Não informado,Vestibular,BED_FIS_EAD,362.52914,6,8,3,4.87,CONCLUIDO,0,1.1036789297658862,4,NA,11.0,2,0,8,1,1,10,46.45454545454545,4
31,M,Não informado,Vestibular,LIC_HIS_EAD,362.34733,3,8,0,8.6,TRANCADA,0,1.1036789297658862,2,NA,15.0,5,0,9,1,3,12,43.53333333333333,3
22,F,Não informado,Vestibular,LIC_HIS_EAD,307.80433,0,8,0,9.66,CONCLUIDO,0,0.7558528428093646,2,NA,15.0,5,0,9,1,3,12,43.53333333333333,3
22,F,Não informado,Vestibular,LIC_HIS_EAD,307.80433,0,8,0,9.66,CONCLUIDO,0,0.7558528428093646,2,NA,13.0,3,0,8,2,0,13,43.84615384615385,4
26,F,Não informado,Vestibular,PRO_GER_EAD,264.06072,3,4,4,0.42,ABANDONO,1,0.0570469798657718,5,Questões Financeiras,18.0,4,2,11,1,3,15,43.61111111111112,1
24,M,Não informado,Transferência,BED_FIS_EAD,362.34733,4,8,2,5.18,ABANDONO,1,0.9411764705882352,4,Problemas Técnicos ou Administrativos,16.0,6,1,8,1,1,15,43.6875,3
24,M,Não informado,Transferência,BED_FIS_EAD,362.34733,6,8,2,5.18,ABANDONO,1,0.9411764705882352,4,Problemas Técnicos ou Administrativos,11.0,2,0,8,1,1,10,46.45454545454545,0
44,F,Não informado,Vestibular,LIC_PED_EAD,362.52914,3,8,1,7.3,CONCLUIDO,0,1.2969283276450512,4,NA,20.0,9,1,9,1,3,17,43.05,3
44,F,Não informado,Vestibular,LIC_PED_EAD,362.52914,6,8,1,7.3,ABANDONO,1,1.2969283276450512,4,Problemas Técnicos ou Administrativos,15.0,5,0,8,2,0,15,45.0,4
40,F,Não informado,Vestibular,ADM_EAD,307.98614,0,8,0,7.22,CONCLUIDO,0,0.68561872909699,8,NA,19.0,4,2,12,1,4,15,42.8421052631579,3
40,F,Não informado,Vestibular,ADM_EAD,307.98614,4,8,0,7.23,CONCLUIDO,0,0.68561872909699,8,NA,15.0,2,2,10,1,1,14,46.0,0
35,M,Não informado,Vestibular,LOG_EAD,264.06072,0,4,3,4.8,CONCLUIDO,0,1.7416107382550337,4,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
35,M,Não informado,Vestibular,LOG_EAD,264.06072,0,4,3,4.8,CONCLUIDO,0,1.7416107382550337,4,NA,15.0,2,2,10,1,1,14,46.0,1
30,F,Não informado,Vestibular,DES_INT_EAD,280.58436,1,5,0,9.1,TRANCADA,0,0.261744966442953,2,NA,15.0,5,0,9,1,1,14,42.6,1
24,F,Não informado,Vestibular,CIC_EAD,307.98614,3,8,0,8.55,ABANDONO,1,0.2709030100334448,8,Questões Financeiras,19.0,4,2,12,1,4,15,42.94736842105263,3
29,F,Não informado,Vestibular,EST_COS_EAD,280.91602,2,5,0,6.1,TRANCADA,0,0.3946488294314381,4,NA,13.0,4,1,7,1,0,13,43.76923076923077,1
28,M,Não informado,Vestibular,GESFIN_EAD,264.06072,1,4,1,7.09,CONCLUIDO,0,0.4697986577181208,8,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
28,M,Não informado,Vestibular,GESFIN_EAD,264.06072,1,4,1,7.09,CONCLUIDO,0,0.4697986577181208,8,NA,15.0,2,2,10,1,1,14,46.0,1
21,F,Não informado,Vestibular,LOG_EAD,264.06072,0,4,0,7.46,CONCLUIDO,0,2.25503355704698,4,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
21,F,Não informado,Vestibular,LOG_EAD,264.06072,0,4,0,7.46,CONCLUIDO,0,2.25503355704698,4,NA,15.0,2,2,10,1,1,14,46.0,1
26,F,Não informado,Vestibular,LIC_PED_EAD,362.52914,3,8,0,7.34,CONCLUIDO,0,0.8888888888888888,4,NA,20.0,9,1,9,1,3,17,43.05,3
26,F,Não informado,Vestibular,LIC_PED_EAD,362.52914,7,8,0,7.34,CONCLUIDO,0,0.8888888888888888,4,NA,15.0,5,0,8,2,0,15,45.0,4
18,F,Não informado,Vestibular,GES_AMB_EAD,308.6424,2,4,7,0.19,CONCLUIDO,0,0.0633802816901408,4,NA,19.0,4,2,12,1,3,16,43.8421052631579,1
18,F,Não informado,Vestibular,GES_AMB_EAD,308.6424,7,4,7,0.19,ABANDONO,1,0.0633802816901408,4,Problemas Técnicos ou Administrativos,14.0,2,1,10,1,1,13,46.35714285714285,1
51,F,Não informado,ENEM,REC_HUM_EAD,310.918248,3,4,1,6.11,CONCLUIDO,0,3.312714776632302,4,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
51,F,Não informado,ENEM,REC_HUM_EAD,310.918248,9,4,1,6.11,CONCLUIDO,0,3.312714776632302,4,NA,14.0,2,1,10,1,1,13,46.35714285714285,1
47,F,Não informado,ENEM,LIC_PED_EAD,359.98380000000003,1,8,5,0.8,CONCLUIDO,0,0.2586206896551724,4,NA,20.0,9,1,9,1,3,17,43.05,3
47,F,Não informado,ENEM,LIC_PED_EAD,359.98380000000003,6,8,5,0.8,ABANDONO,1,0.2586206896551724,4,Problemas Técnicos ou Administrativos,15.0,5,0,8,2,0,15,45.0,4
21,F,Não informado,Transferência,EST_COS_EAD,280.75019000000003,1,5,8,0.09,CONCLUIDO,0,0.1006711409395973,4,NA,13.0,4,1,7,1,0,13,43.76923076923077,1
21,F,Não informado,Transferência,EST_COS_EAD,280.75019000000003,5,5,8,0.09,CONCLUIDO,0,0.1006711409395973,4,NA,10.0,1,0,8,1,0,10,45.0,1
34,F,Não informado,Vestibular,LIC_PED_EAD,362.965484,3,8,0,9.38,CONCLUIDO,0,1.1543624161073829,4,NA,20.0,9,1,9,1,3,17,43.05,3
34,F,Não informado,Vestibular,LIC_PED_EAD,362.965484,9,8,0,9.38,CONCLUIDO,0,1.1543624161073829,4,NA,15.0,5,0,8,2,0,15,45.0,4
35,F,Não informado,Transferência,LIC_PED_EAD,307.80433,2,8,0,8.6,CONCLUIDO,0,0.5369127516778524,4,NA,20.0,9,1,9,1,3,17,43.05,3
35,F,Não informado,Transferência,LIC_PED_EAD,307.80433,2,8,0,8.6,TRANCADA,0,0.5369127516778524,4,NA,15.0,5,0,8,2,0,15,45.0,4
19,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,1,8,0,8.56,CONCLUIDO,0,0.5,4,NA,20.0,9,1,9,1,3,17,43.05,3
19,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,2,8,0,8.56,CONCLUIDO,0,0.5,4,NA,15.0,5,0,8,2,0,15,45.0,4
25,F,Não informado,Vestibular,SER_SOC_EAD,307.80433,0,8,4,5.8,CONCLUIDO,0,2.835570469798658,4,NA,16.0,8,0,7,1,0,16,41.5625,4
25,F,Não informado,Vestibular,SER_SOC_EAD,307.80433,0,8,4,5.8,CONCLUIDO,0,2.835570469798658,4,NA,11.0,3,0,7,1,0,11,43.54545454545455,4
24,F,Não informado,ENEM,LIC_PED_EAD,307.98614,0,8,3,3.36,CONCLUIDO,0,0.5604026845637584,4,NA,20.0,9,1,9,1,3,17,43.05,3
24,F,Não informado,ENEM,LIC_PED_EAD,307.98614,0,8,3,3.36,CONCLUIDO,0,0.5604026845637584,4,NA,15.0,5,0,8,2,0,15,45.0,4
38,F,Não informado,Vestibular,REC_HUM_EAD,264.06072,1,4,4,2.48,CONCLUIDO,0,0.3771043771043771,4,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
38,F,Não informado,Vestibular,REC_HUM_EAD,264.06072,3,4,4,2.48,TRANCADA,0,0.3771043771043771,4,NA,14.0,2,1,10,1,1,13,46.35714285714285,1
27,M,Não informado,Vestibular,ADM_EAD,307.98614,2,8,3,5.96,CONCLUIDO,0,0.7619047619047619,8,NA,19.0,4,2,12,1,4,15,42.8421052631579,3
27,M,Não informado,Vestibular,ADM_EAD,307.98614,7,8,3,5.96,CONCLUIDO,0,0.7619047619047619,8,NA,15.0,2,2,10,1,1,14,46.0,0
34,F,Não informado,Vestibular,LIC_PED_EAD,362.747312,3,8,0,8.36,CONCLUIDO,0,2.212121212121212,4,NA,20.0,9,1,9,1,3,17,43.05,3
34,F,Não informado,Vestibular,LIC_PED_EAD,362.747312,9,8,0,8.36,CONCLUIDO,0,2.212121212121212,4,NA,15.0,5,0,8,2,0,15,45.0,4
40,F,Não informado,Vestibular,CIC_EAD,363.001846,3,8,4,2.78,CONCLUIDO,0,0.367003367003367,8,NA,19.0,4,2,12,1,4,15,42.94736842105263,3
40,F,Não informado,Vestibular,CIC_EAD,363.001846,7,8,4,2.78,TRANCADA,0,0.367003367003367,8,NA,14.0,2,1,10,1,1,13,46.35714285714285,0
39,F,Não informado,Segunda Graduação,ADM_EAD,307.98614,2,8,3,4.2,CONCLUIDO,0,0.7473684210526316,8,NA,19.0,4,2,12,1,4,15,42.8421052631579,3
39,F,Não informado,Segunda Graduação,ADM_EAD,307.98614,6,8,3,4.2,TRANCADA,0,0.7473684210526316,8,NA,15.0,2,2,10,1,1,14,46.0,0
21,F,Não informado,Vestibular,GESFIN_EAD,310.82472,3,4,1,0.0,TRANCADA,0,0.0352112676056338,8,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
29,F,Não informado,Vestibular,CIC_EAD,307.80433,0,8,2,6.63,CONCLUIDO,0,0.8277027027027027,8,NA,19.0,4,2,12,1,4,15,42.94736842105263,3
29,F,Não informado,Vestibular,CIC_EAD,307.80433,1,8,2,6.63,CONCLUIDO,0,0.8277027027027027,8,NA,14.0,2,1,10,1,1,13,46.35714285714285,0
26,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,3,8,1,4.55,ABANDONO,1,0.1717171717171717,4,Questões Financeiras,20.0,9,1,9,1,3,17,43.05,3
21,F,Não informado,Vestibular,GES_AMB_EAD,264.06072,0,4,4,4.12,CONCLUIDO,0,0.9494949494949496,4,NA,19.0,4,2,12,1,3,16,43.8421052631579,1
21,F,Não informado,Vestibular,GES_AMB_EAD,264.06072,3,4,4,4.13,CONCLUIDO,0,0.9494949494949496,4,NA,14.0,2,1,10,1,1,13,46.35714285714285,1
32,F,Não informado,Transferência,LIC_PED_EAD,336.5531291968842,1,8,0,8.5,TRANSF. INT.,0,1.494949494949495,4,NA,20.0,9,1,9,1,3,17,43.05,3
32,F,Não informado,Transferência,PED_EAD,362.34733,3,8,3,4.89,CONCLUIDO,0,1.494949494949495,13,NA,8.0,4,1,3,0,2,6,44.625,2
32,F,Não informado,Transferência,PED_EAD,362.34733,11,8,3,4.89,CONCLUIDO,0,1.494949494949495,13,NA,4.0,2,0,2,0,0,4,43.25,2
19,F,Não informado,Vestibular,LIC_PED_EAD,307.80433,1,8,0,7.4,CONCLUIDO,0,0.9966329966329966,4,NA,20.0,9,1,9,1,3,17,43.05,3
19,F,Não informado,Vestibular,LIC_PED_EAD,307.80433,1,8,0,7.4,CONCLUIDO,0,0.9966329966329966,4,NA,15.0,5,0,8,2,0,15,45.0,4
34,M,Não informado,Transferência,LOG_EAD,264.06072,0,4,0,7.94,CONCLUIDO,0,1.5816326530612246,4,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
34,M,Não informado,Transferência,LOG_EAD,264.06072,0,4,0,7.94,CONCLUIDO,0,1.5816326530612246,4,NA,15.0,2,2,10,1,1,14,46.0,1
56,F,Não informado,Vestibular,SER_SOC_EAD,362.52914,3,8,1,6.77,CONCLUIDO,0,1.847972972972973,4,NA,16.0,8,0,7,1,0,16,41.5625,4
56,F,Não informado,Vestibular,SER_SOC_EAD,362.52914,5,8,1,6.78,CONCLUIDO,0,1.847972972972973,4,NA,11.0,3,0,7,1,0,11,43.54545454545455,4
45,M,Não informado,Vestibular,PRO_GER_EAD,310.82472,1,4,3,4.85,CONCLUIDO,0,0.6135593220338983,5,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
45,M,Não informado,Vestibular,PRO_GER_EAD,310.82472,5,4,3,4.85,TRANCADA,0,0.6135593220338983,5,NA,14.0,2,1,10,1,1,13,46.35714285714285,1
26,M,Não informado,Vestibular,PRO_GER_EAD,264.06072,0,4,0,7.16,CONCLUIDO,0,2.738983050847457,5,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
26,M,Não informado,Vestibular,PRO_GER_EAD,264.06072,1,4,0,7.16,CONCLUIDO,0,2.738983050847457,5,NA,14.0,2,1,10,1,1,13,46.35714285714285,1
46,F,Não informado,Vestibular,LIC_PED_EAD,362.965484,3,8,0,8.4,CONCLUIDO,0,1.1467576791808871,4,NA,20.0,9,1,9,1,3,17,43.05,3
46,F,Não informado,Vestibular,LIC_PED_EAD,362.965484,9,8,0,8.4,CONCLUIDO,0,1.1467576791808871,4,NA,15.0,5,0,8,2,0,15,45.0,4
37,F,Não informado,Vestibular,SER_SOC_EAD,307.98614,1,8,0,6.72,CONCLUIDO,0,1.2568493150684932,4,NA,16.0,8,0,7,1,0,16,41.5625,4
37,F,Não informado,Vestibular,SER_SOC_EAD,307.98614,2,8,0,6.72,CONCLUIDO,0,1.2568493150684932,4,NA,11.0,3,0,7,1,0,11,43.54545454545455,4
45,M,Não informado,Vestibular,LOG_EAD,264.06072,0,4,0,7.72,CONCLUIDO,0,1.4677966101694917,4,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
45,M,Não informado,Vestibular,LOG_EAD,264.06072,4,4,0,7.72,ABANDONO,1,1.4677966101694917,4,Problemas Técnicos ou Administrativos,15.0,2,2,10,1,1,14,46.0,1
53,F,Não informado,Vestibular,GES_PUB_EAD,311.323536,3,4,2,5.18,CONCLUIDO,0,1.1891891891891893,4,NA,19.0,4,2,12,1,3,16,43.31578947368421,1
53,F,Não informado,Vestibular,GES_PUB_EAD,311.323536,6,4,2,5.18,TRANCADA,0,1.1891891891891893,4,NA,14.0,2,1,10,1,1,13,46.35714285714285,1
28,M,Não informado,Transferência,BED_FIS_EAD,307.80433,0,8,1,7.12,CONCLUIDO,0,0.5540540540540541,4,NA,16.0,6,1,8,1,1,15,43.6875,3
28,M,Não informado,Transferência,BED_FIS_EAD,307.80433,0,8,1,7.12,CONCLUIDO,0,0.5540540540540541,4,NA,11.0,2,0,8,1,1,10,46.45454545454545,4
35,F,Não informado,Vestibular,REC_HUM_EAD,264.06072,4,4,3,0.23,ABANDONO,1,0.0178571428571428,4,Questões Financeiras,18.0,4,2,11,1,3,15,43.61111111111112,1
33,F,Não informado,Vestibular,REC_HUM_EAD,264.06072,3,4,4,0.0,ABANDONO,1,0.0034013605442176,4,Questões Financeiras,18.0,4,2,11,1,3,15,43.61111111111112,1
37,F,Não informado,Vestibular,GESFIN_EAD,264.06072,3,4,4,0.0,ABANDONO,1,0.0135593220338983,8,Questões Financeiras,18.0,4,2,11,1,3,15,43.61111111111112,1
26,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,3,8,1,4.8,ABANDONO,1,0.5205479452054794,4,Questões Financeiras,20.0,9,1,9,1,3,17,43.05,3
30,F,Não informado,ENEM,LIC_PED_EAD,307.98614,0,8,0,7.94,CONCLUIDO,0,0.7030716723549488,4,NA,20.0,9,1,9,1,3,17,43.05,3
30,F,Não informado,ENEM,LIC_PED_EAD,307.98614,0,8,0,7.94,CONCLUIDO,0,0.7030716723549488,4,NA,15.0,5,0,8,2,0,15,45.0,4
26,F,Não informado,Vestibular,ADM_EAD,307.98614,3,8,4,1.9,ABANDONO,1,0.167235494880546,8,Questões Financeiras,19.0,4,2,12,1,4,15,42.8421052631579,3
35,F,Não informado,Vestibular,EST_COS_EAD,280.91602,0,5,4,2.22,CONCLUIDO,0,0.5119453924914675,4,NA,13.0,4,1,7,1,0,13,43.76923076923077,1
35,F,Não informado,Vestibular,EST_COS_EAD,280.91602,0,5,4,2.23,TRANCADA,0,0.5119453924914675,4,NA,10.0,1,0,8,1,0,10,45.0,0
23,F,Não informado,Vestibular,REC_HUM_EAD,264.06072,0,4,0,7.6,TRANCADA,0,0.0546075085324232,4,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
25,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,2,8,1,5.4,ABANDONO,1,0.6518771331058021,4,Questões Financeiras,20.0,9,1,9,1,3,17,43.05,3
56,F,Não informado,ENEM,LIC_PED_EAD,307.98614,4,8,2,0.0,ABANDONO,1,0.0035211267605633,4,Questões Financeiras,20.0,9,1,9,1,3,17,43.05,3
32,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,4,8,2,3.0,ABANDONO,1,0.1808873720136518,4,Questões Financeiras,20.0,9,1,9,1,3,17,43.05,3
30,M,Não informado,Vestibular,BED_FIS_EAD,362.52914,3,8,0,7.6,TRANCADA,0,0.1399317406143344,4,NA,16.0,6,1,8,1,1,15,43.6875,3
29,F,Não informado,Vestibular,TEC_INF_EAD,280.75019000000003,3,5,0,6.5,TRANCADA,0,0.2389078498293515,2,NA,14.0,4,0,9,1,1,13,43.5,1
42,F,Não informado,Vestibular,BED_FIS_EAD,362.52914,4,8,4,4.29,CONCLUIDO,0,0.5034246575342466,4,NA,16.0,6,1,8,1,1,15,43.6875,3
42,F,Não informado,Vestibular,BED_FIS_EAD,362.52914,10,8,4,4.29,CONCLUIDO,0,0.5034246575342466,4,NA,11.0,2,0,8,1,1,10,46.45454545454545,0
31,F,Não informado,Vestibular,ADM_EAD,308.16795,2,8,1,3.7,TRANCADA,0,0.3071672354948805,8,NA,19.0,4,2,12,1,4,15,42.8421052631579,3
31,M,Não informado,Vestibular,LOG_EAD,264.06072,2,4,6,1.67,CONCLUIDO,0,0.3344709897610921,4,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
31,M,Não informado,Vestibular,LOG_EAD,264.06072,2,4,6,1.67,TRANCADA,0,0.3344709897610921,4,NA,15.0,2,2,10,1,1,14,46.0,1
44,M,Não informado,Vestibular,ADM_EAD,362.674588,4,8,3,5.37,CONCLUIDO,0,0.3986254295532646,8,NA,19.0,4,2,12,1,4,15,42.8421052631579,3
44,M,Não informado,Vestibular,ADM_EAD,362.674588,10,8,3,5.37,CONCLUIDO,0,0.3986254295532646,8,NA,15.0,2,2,10,1,1,14,46.0,0
27,M,Não informado,Vestibular,GES_AGR_EAD,264.06072,3,6,2,3.13,ABANDONO,1,0.204778156996587,4,Questões Financeiras,19.0,4,2,12,1,3,16,43.8421052631579,1
26,F,Não informado,Vestibular,BED_FIS_EAD,307.98614,2,8,3,4.74,CONCLUIDO,0,1.1643835616438356,4,NA,16.0,6,1,8,1,1,15,43.6875,3
26,F,Não informado,Vestibular,BED_FIS_EAD,307.98614,6,8,3,4.74,TRANCADA,0,1.1643835616438356,4,NA,11.0,2,0,8,1,1,10,46.45454545454545,0
40,F,Não informado,Vestibular,LIC_PED_EAD,362.52914,3,8,3,3.68,CONCLUIDO,0,0.5601374570446735,4,NA,20.0,9,1,9,1,3,17,43.05,3
40,F,Não informado,Vestibular,LIC_PED_EAD,362.52914,11,8,3,3.68,CONCLUIDO,0,0.5601374570446735,4,NA,15.0,5,0,8,2,0,15,45.0,4
32,M,Não informado,Vestibular,BED_FIS_EAD,307.98614,0,8,0,7.94,CONCLUIDO,0,2.5406360424028267,4,NA,16.0,6,1,8,1,1,15,43.6875,3
32,M,Não informado,Vestibular,BED_FIS_EAD,307.98614,2,8,0,7.94,CONCLUIDO,0,2.5406360424028267,4,NA,11.0,2,0,8,1,1,10,46.45454545454545,4
34,F,Não informado,Vestibular,GES_MAR_EAD,264.06072,4,4,4,0.0,ABANDONO,1,0.0549828178694158,4,Questões Financeiras,19.0,4,2,12,1,3,16,43.8421052631579,1
20,F,Não informado,Transferência,LIC_PED_EAD,307.98614,0,8,1,7.64,CONCLUIDO,0,1.1027397260273972,4,NA,17.0,5,2,8,2,1,16,45.64705882352941,0
20,F,Não informado,Transferência,LIC_PED_EAD,307.98614,0,8,1,7.64,CONCLUIDO,0,1.1027397260273972,4,NA,14.0,4,0,9,1,0,14,43.642857142857146,4
23,F,Não informado,Segunda Graduação,EDU_ESP_EAD,362.71095,4,8,0,8.2,CONCLUIDO,0,0.6013745704467354,4,NA,15.0,5,0,9,1,3,12,43.53333333333333,3
23,F,Não informado,Segunda Graduação,EDU_ESP_EAD,362.71095,10,8,0,8.2,TRANSF. INT.,0,0.6013745704467354,4,NA,7.0,1,0,6,0,1,6,45.0,0
20,F,Não informado,Vestibular,ADM_EAD,362.34733,2,8,2,6.37,ABANDONO,1,0.7830882352941176,8,Questões Financeiras,14.0,2,2,8,2,3,11,45.57142857142857,0
20,F,Não informado,Vestibular,ADM_EAD,362.34733,3,8,2,6.37,CONCLUIDO,0,0.7830882352941176,8,NA,12.0,2,1,8,1,1,11,45.333333333333336,0
33,M,Não informado,Vestibular,BED_FIS_EAD,307.98614,3,8,3,1.93,ABANDONO,1,0.4054982817869416,4,Questões Financeiras,16.0,6,1,8,1,1,15,43.6875,3
32,F,Não informado,Vestibular,GES_AMB_EAD,264.06072,0,4,0,8.42,CONCLUIDO,0,0.9415807560137456,4,NA,19.0,4,2,12,1,3,16,43.8421052631579,1
32,F,Não informado,Vestibular,GES_AMB_EAD,264.06072,0,4,0,8.43,CONCLUIDO,0,0.9415807560137456,4,NA,14.0,2,1,10,1,1,13,46.35714285714285,1
37,F,Não informado,Vestibular,GES_COM_EAD,264.06072,0,4,2,6.49,CONCLUIDO,0,1.175257731958763,4,NA,19.0,4,2,12,1,3,16,43.8421052631579,1
37,F,Não informado,Vestibular,GES_COM_EAD,264.06072,0,4,2,6.49,CONCLUIDO,0,1.175257731958763,4,NA,14.0,2,1,10,1,1,13,46.35714285714285,1
28,M,Não informado,Transferência,CIC_EAD,307.80433,1,8,0,7.24,CONCLUIDO,0,0.5513698630136986,8,NA,19.0,4,2,12,1,4,15,42.94736842105263,3
28,M,Não informado,Transferência,CIC_EAD,307.80433,1,8,0,7.24,CONCLUIDO,0,0.5513698630136986,8,NA,11.0,1,1,8,1,0,11,45.54545454545455,0
52,M,Não informado,Segunda Graduação,MAT_EAD,307.80433,4,8,4,0.2,TRANCADA,0,0.5674740484429066,8,NA,7.0,3,2,2,0,1,6,45.85714285714285,2
35,F,Não informado,Vestibular,SAU_PUB_EAD,310.82472,3,5,4,5.57,CONCLUIDO,0,2.655172413793104,4,NA,19.0,4,2,12,1,3,16,43.8421052631579,1
35,F,Não informado,Vestibular,SAU_PUB_EAD,310.82472,10,5,4,5.57,CONCLUIDO,0,2.655172413793104,4,NA,14.0,2,1,10,1,1,13,46.35714285714285,1
32,F,Não informado,Vestibular,GESFIN_EAD,264.06072,2,4,4,0.0,ABANDONO,1,0.0068728522336769,8,Questões Financeiras,18.0,4,2,11,1,3,15,43.61111111111112,1
44,M,Não informado,Vestibular,LOG_EAD,264.06072,0,4,4,4.16,CONCLUIDO,0,1.3114186851211074,4,NA,18.0,4,2,11,1,3,15,43.61111111111112,1
44,M,Não informado,Vestibular,LOG_EAD,264.06072,1,4,4,4.16,CONCLUIDO,0,1.3114186851211074,4,NA,15.0,2,2,10,1,1,14,46.0,1
30,F,Não informado,Vestibular,LIC_PED_EAD,307.98614,3,8,2,0.2,ABANDONO,1,0.2096219931271477,4,Questões Financeiras,20.0,9,1,9,1,3,17,43.05,3
20,F,Não informado,Vestibular,DES_INT_EAD,280.58436,3,5,3,0.13,ABANDONO,1,0.0275862068965517,2,Questões Financeiras,15.0,5,0,9,1,1,14,42.6,1
23,F,Não informado,Vestibular,LOG_EAD,264.06072,3,4,4,0.0,ABANDONO,1,0.0618556701030927,4,Questões Financeiras,18.0,4,2,11,1,3,15,43.61111111111112,1
47,F,Não informado,Vestibular,LIC_PED_EAD,362.965484,3,8,1,5.3,CONCLUIDO,0,0.8006872852233677,4,NA,20.0,9,1,9,1,3,17,43.05,3
47,F,Não informado,Vestibular,LIC_PED_EAD,362.965484,9,8,1,5.3,TRANCADA,0,0.8006872852233677,4,NA,15.0,5,0,8,2,0,15,45.0,4
